"mou_Mean","custcare_Mean","new_cell","area","Customer_ID"
337,3.666666667,"U","MIDWEST AREA",1024935
247,0,"N","MIDWEST AREA",1037576
3.75,0,"N","MIDWEST AREA",1032891
479.5,2.333333333,"U","MIDWEST AREA",1027688
680,1.666666667,"Y","MIDWEST AREA",1036858
43.75,0,"U","MIDWEST AREA",1028940
109.75,0,"U","MIDWEST AREA",1053010
79.75,2.666666667,"U","MIDWEST AREA",1090952
99.5,0,"N","MIDWEST AREA",1057373
70,0,"N","MIDWEST AREA",1042687
942.5,14.33333333,"Y","MIDWEST AREA",1089504
88,0.666666667,"U","MIDWEST AREA",1035503
29.5,0,"U","MIDWEST AREA",1003587
71.75,0,"Y","MIDWEST AREA",1010166
512.25,0.333333333,"U","MIDWEST AREA",1053781
299.75,0,"U","MIDWEST AREA",1087877
40.25,0,"U","MIDWEST AREA",1059222
285.25,0,"U","MIDWEST AREA",1091358
1022.25,0.333333333,"U","MIDWEST AREA",1075250
1193.5,15.66666667,"U","MIDWEST AREA",1050219
403,0.666666667,"U","MIDWEST AREA",1058420
246.25,6,"N","MIDWEST AREA",1070000
480,0,"N","MIDWEST AREA",1059683
288.5,0,"Y","MIDWEST AREA",1008167
73,0,"U","MIDWEST AREA",1055452
68.25,0,"U","MIDWEST AREA",1010646
1008.75,0,"Y","MIDWEST AREA",1061302
9.25,0,"U","MIDWEST AREA",1020456
215.25,0,"Y","MIDWEST AREA",1089227
550.25,0,"U","MIDWEST AREA",1081216
475.75,0,"U","MIDWEST AREA",1055178
70,1,"U","MIDWEST AREA",1004549
80.5,0,"Y","MIDWEST AREA",1016344
598.75,2.666666667,"U","MIDWEST AREA",1022005
54.25,0,"U","MIDWEST AREA",1078080
917,3,"U","MIDWEST AREA",1082505
207.25,0,"U","MIDWEST AREA",1056041
54.25,0,"Y","MIDWEST AREA",1010578
14.25,0,"U","MIDWEST AREA",1009449
143,3.333333333,"U","MIDWEST AREA",1041645
45.5,0,"U","MIDWEST AREA",1008854
455.75,0,"U","MIDWEST AREA",1004897
281.5,0,"U","MIDWEST AREA",1007410
1885.25,5.666666667,"U","MIDWEST AREA",1091817
212.75,0.333333333,"Y","MIDWEST AREA",1033521
349,0,"U","MIDWEST AREA",1039267
556.5,4,"N","MIDWEST AREA",1073505
34,0,"N","MIDWEST AREA",1055586
98.5,0,"N","MIDWEST AREA",1023307
1663.25,0,"U","MIDWEST AREA",1027467
346.25,1,"Y","MIDWEST AREA",1017645
263.5,0,"Y","MIDWEST AREA",1094496
48,0,"U","MIDWEST AREA",1080110
11.66666667,0,"U","MIDWEST AREA",1021333
227.25,4,"Y","MIDWEST AREA",1093751
414.5,9.333333333,"U","MIDWEST AREA",1078796
104,0,"U","MIDWEST AREA",1047004
7,0,"U","MIDWEST AREA",1005466
51.5,0,"N","MIDWEST AREA",1067983
955,11.66666667,"N","MIDWEST AREA",1042425
329.75,0.666666667,"U","MIDWEST AREA",1085745
773.5,0,"Y","MIDWEST AREA",1038344
1668.5,13,"U","MIDWEST AREA",1096894
212.5,1,"U","MIDWEST AREA",1004889
21,0,"U","MIDWEST AREA",1068116
337,0.666666667,"U","MIDWEST AREA",1035991
491.5,0,"N","MIDWEST AREA",1024942
664,0,"N","MIDWEST AREA",1020575
586.5,0,"U","MIDWEST AREA",1015091
793.25,12.33333333,"Y","MIDWEST AREA",1008514
309.5,0,"Y","MIDWEST AREA",1086649
626.25,0,"Y","MIDWEST AREA",1071459
539.5,5.666666667,"U","MIDWEST AREA",1062833
375.5,0,"U","MIDWEST AREA",1062732
1654.5,16.33333333,"U","MIDWEST AREA",1096417
284.25,5,"U","MIDWEST AREA",1095574
110.75,1.333333333,"U","MIDWEST AREA",1066074
570.25,0,"N","MIDWEST AREA",1091955
70.75,0,"U","MIDWEST AREA",1012631
537.25,0,"U","MIDWEST AREA",1004236
586.5,0,"N","MIDWEST AREA",1001835
686.25,0,"Y","MIDWEST AREA",1079961
2756,43.33333333,"Y","MIDWEST AREA",1065599
137.25,0,"U","MIDWEST AREA",1032971
817.5,0.666666667,"U","MIDWEST AREA",1031691
837.25,10.66666667,"U","MIDWEST AREA",1035883
428.25,0.333333333,"U","MIDWEST AREA",1022879
84,0,"U","MIDWEST AREA",1012486
157.75,0,"U","MIDWEST AREA",1075470
82.25,1,"U","MIDWEST AREA",1055456
65.25,0,"U","MIDWEST AREA",1058860
755,2.666666667,"U","MIDWEST AREA",1083995
27,0,"N","MIDWEST AREA",1073531
14.75,0,"U","MIDWEST AREA",1054318
1376.75,3.333333333,"N","MIDWEST AREA",1002667
217.75,0,"U","MIDWEST AREA",1081157
223.25,1.333333333,"U","MIDWEST AREA",1080508
142.5,0.333333333,"U","MIDWEST AREA",1085479
46.25,0,"Y","MIDWEST AREA",1020445
239.75,0,"U","MIDWEST AREA",1021372
781,0,"Y","MIDWEST AREA",1029764
7.25,0,"Y","MIDWEST AREA",1035515
50.25,0,"U","MIDWEST AREA",1006542
651,0,"U","MIDWEST AREA",1089874
998,0,"Y","MIDWEST AREA",1043193
41.75,0,"N","MIDWEST AREA",1000031
684.25,1.333333333,"Y","MIDWEST AREA",1005623
198.5,0.666666667,"N","MIDWEST AREA",1007755
919.5,5.666666667,"U","MIDWEST AREA",1012168
282.75,0,"N","MIDWEST AREA",1065306
252.25,0.666666667,"Y","MIDWEST AREA",1021716
635,5,"U","MIDWEST AREA",1045456
204.25,0,"Y","MIDWEST AREA",1041223
115.5,0,"U","MIDWEST AREA",1021403
293.75,0,"U","MIDWEST AREA",1031972
122.25,5.333333333,"Y","MIDWEST AREA",1094896
447,0,"U","MIDWEST AREA",1020453
52.75,0,"U","MIDWEST AREA",1017264
661,0,"N","MIDWEST AREA",1011728
2114.25,2.333333333,"U","MIDWEST AREA",1057433
1996,0,"Y","MIDWEST AREA",1018413
34,0,"U","MIDWEST AREA",1081528
766,6,"Y","MIDWEST AREA",1077291
367,0,"U","MIDWEST AREA",1007245
579.75,0,"N","MIDWEST AREA",1001752
124,0,"U","MIDWEST AREA",1049702
654.5,0,"Y","MIDWEST AREA",1011462
135.25,0,"U","MIDWEST AREA",1030293
1418.5,0,"Y","MIDWEST AREA",1040900
56.25,0,"U","MIDWEST AREA",1043266
207.75,0,"U","MIDWEST AREA",1085292
613,0.333333333,"U","MIDWEST AREA",1043567
662.25,0.333333333,"U","MIDWEST AREA",1011602
308.5,1.333333333,"N","MIDWEST AREA",1094933
230.75,0,"U","MIDWEST AREA",1027628
2157,27,"N","MIDWEST AREA",1065161
343,2,"Y","MIDWEST AREA",1051301
34.75,0,"U","MIDWEST AREA",1066259
259.75,0,"U","MIDWEST AREA",1061482
560.25,3.333333333,"U","MIDWEST AREA",1075042
1565.5,1,"N","MIDWEST AREA",1050146
350,0,"U","MIDWEST AREA",1080240
335.5,4,"Y","MIDWEST AREA",1063826
3.5,0,"U","MIDWEST AREA",1025450
205.25,0,"Y","MIDWEST AREA",1085125
15,0,"N","MIDWEST AREA",1006045
225.5,1.333333333,"U","MIDWEST AREA",1074808
1705,15,"U","MIDWEST AREA",1096045
1,0,"N","MIDWEST AREA",1009493
381.75,1,"U","MIDWEST AREA",1027863
523.75,0,"U","MIDWEST AREA",1008964
170,0,"U","MIDWEST AREA",1081372
235,0,"Y","MIDWEST AREA",1055029
83.25,0,"U","MIDWEST AREA",1055753
675.5,0.333333333,"Y","MIDWEST AREA",1030456
420.75,9.333333333,"U","MIDWEST AREA",1045423
767.75,6,"N","MIDWEST AREA",1073711
667,5.333333333,"U","MIDWEST AREA",1046301
291.25,6,"Y","MIDWEST AREA",1013302
95.25,0,"U","MIDWEST AREA",1064081
106,0,"Y","MIDWEST AREA",1010792
1676,1.666666667,"U","MIDWEST AREA",1064424
666.5,0,"N","MIDWEST AREA",1015955
95.25,0,"Y","MIDWEST AREA",1029090
368.25,2.666666667,"U","MIDWEST AREA",1082159
731.25,1.333333333,"Y","MIDWEST AREA",1020069
100.5,0,"N","MIDWEST AREA",1000484
98.5,0,"Y","MIDWEST AREA",1000187
171.5,0,"U","MIDWEST AREA",1027447
603.25,2,"U","MIDWEST AREA",1023643
143.5,0,"N","MIDWEST AREA",1024931
133.5,0,"U","MIDWEST AREA",1095387
87,0.666666667,"U","MIDWEST AREA",1006273
226.5,1.333333333,"U","MIDWEST AREA",1094807
701,0,"U","MIDWEST AREA",1032642
0,0,"U","MIDWEST AREA",1036868
216.75,5,"Y","MIDWEST AREA",1060976
2962.25,12.66666667,"N","MIDWEST AREA",1042229
235.75,2.333333333,"U","MIDWEST AREA",1070486
1768,6.333333333,"Y","MIDWEST AREA",1027309
334,0,"N","MIDWEST AREA",1064941
249.5,0,"Y","MIDWEST AREA",1055188
384.25,0,"Y","MIDWEST AREA",1061381
721,8.333333333,"U","MIDWEST AREA",1094277
57.25,0,"U","MIDWEST AREA",1039093
124,2.666666667,"Y","MIDWEST AREA",1002819
908.5,0,"U","MIDWEST AREA",1015482
336.75,2,"U","MIDWEST AREA",1087258
112.75,0,"U","MIDWEST AREA",1076428
213,0,"N","MIDWEST AREA",1050289
1022.5,2,"U","MIDWEST AREA",1052072
224.5,0.333333333,"U","MIDWEST AREA",1056590
806.5,0,"U","MIDWEST AREA",1074267
602,1,"N","MIDWEST AREA",1043539
1134.5,7,"U","MIDWEST AREA",1037242
1777.75,12.66666667,"U","MIDWEST AREA",1016413
627.25,0,"U","MIDWEST AREA",1048407
251,0,"N","MIDWEST AREA",1053645
227.25,6.333333333,"U","MIDWEST AREA",1078718
300.75,0,"U","MIDWEST AREA",1035969
497.75,0,"Y","MIDWEST AREA",1045471
230.5,0,"U","MIDWEST AREA",1086710
293,2,"Y","MIDWEST AREA",1080275
174.25,0,"N","MIDWEST AREA",1066381
356.5,0,"N","MIDWEST AREA",1029091
660.5,0,"Y","MIDWEST AREA",1016820
409.75,1,"N","MIDWEST AREA",1021129
931.75,0.666666667,"N","MIDWEST AREA",1001926
165,0,"U","MIDWEST AREA",1046258
139.5,0,"N","MIDWEST AREA",1049403
239,0,"U","MIDWEST AREA",1012315
870.75,6,"Y","MIDWEST AREA",1080308
893,3,"U","MIDWEST AREA",1053541
774.5,0.333333333,"U","MIDWEST AREA",1034898
397,2,"U","MIDWEST AREA",1013536
264.25,0,"U","MIDWEST AREA",1031679
586.5,2,"Y","MIDWEST AREA",1050397
122.75,0,"U","MIDWEST AREA",1030419
362,0.333333333,"N","MIDWEST AREA",1027891
1652,0,"N","MIDWEST AREA",1000817
449.75,0.333333333,"U","MIDWEST AREA",1058462
985,18,"U","MIDWEST AREA",1074049
246.25,0,"U","MIDWEST AREA",1026015
212.5,0,"Y","MIDWEST AREA",1002394
370.25,0.333333333,"N","MIDWEST AREA",1039471
324.75,0,"U","MIDWEST AREA",1007938
546.75,0,"N","MIDWEST AREA",1004727
987.75,1,"Y","MIDWEST AREA",1075125
492.25,0,"Y","MIDWEST AREA",1047812
137.75,0,"Y","MIDWEST AREA",1006821
710,4.333333333,"U","MIDWEST AREA",1071538
146,0,"Y","MIDWEST AREA",1071758
245.75,0,"N","MIDWEST AREA",1049548
37.75,0,"Y","MIDWEST AREA",1003292
292.5,0,"Y","MIDWEST AREA",1010472
174.75,0,"Y","MIDWEST AREA",1005508
165.5,0,"N","MIDWEST AREA",1043191
386.5,0,"U","MIDWEST AREA",1026550
108.75,0,"U","MIDWEST AREA",1062379
208,0,"U","MIDWEST AREA",1095150
0,0,"Y","MIDWEST AREA",1018026
1005.75,3.666666667,"U","MIDWEST AREA",1089415
49.5,0,"U","MIDWEST AREA",1038488
56.75,0,"Y","MIDWEST AREA",1017207
874.75,1.333333333,"Y","MIDWEST AREA",1000729
10.75,0,"U","MIDWEST AREA",1022948
646.75,0.333333333,"U","MIDWEST AREA",1080009
242.75,0,"U","MIDWEST AREA",1063443
452.5,0,"Y","MIDWEST AREA",1020434
13.5,0,"U","MIDWEST AREA",1037284
791.5,1,"U","MIDWEST AREA",1085830
325,0,"U","MIDWEST AREA",1013719
212.5,0,"Y","MIDWEST AREA",1029033
344.25,0,"U","MIDWEST AREA",1018050
582,0,"N","MIDWEST AREA",1043657
106,0,"U","MIDWEST AREA",1062496
313,1,"U","MIDWEST AREA",1026154
92,0,"U","MIDWEST AREA",1040680
138.75,0,"U","MIDWEST AREA",1031024
1171.5,3.666666667,"Y","MIDWEST AREA",1083809
1229.25,17,"U","MIDWEST AREA",1096263
288,2.666666667,"U","MIDWEST AREA",1000613
176,0.333333333,"Y","MIDWEST AREA",1001750
49,0,"N","MIDWEST AREA",1025009
622,0,"U","MIDWEST AREA",1031194
712,2.333333333,"U","MIDWEST AREA",1093013
354.25,0,"N","MIDWEST AREA",1033340
410.5,0,"U","MIDWEST AREA",1048048
460,1.333333333,"N","MIDWEST AREA",1019594
292.75,0,"U","MIDWEST AREA",1093837
135.25,0.333333333,"N","MIDWEST AREA",1018388
979,1,"U","MIDWEST AREA",1073722
493,0.333333333,"U","MIDWEST AREA",1075502
238.5,0,"U","MIDWEST AREA",1043843
76.75,0,"Y","MIDWEST AREA",1051978
79.75,0,"U","MIDWEST AREA",1039702
694.25,2.666666667,"U","MIDWEST AREA",1019722
0,0,"U","MIDWEST AREA",1047796
0,0,"Y","MIDWEST AREA",1033512
11.25,0,"Y","MIDWEST AREA",1001899
512.75,0,"Y","MIDWEST AREA",1090573
195.5,0.333333333,"U","MIDWEST AREA",1015657
189,0,"U","MIDWEST AREA",1006617
167.5,0,"Y","MIDWEST AREA",1015959
76,0.666666667,"Y","MIDWEST AREA",1000947
162,0.333333333,"N","MIDWEST AREA",1010704
24,0,"U","MIDWEST AREA",1025515
18,0,"U","MIDWEST AREA",1083658
523,3,"U","MIDWEST AREA",1019089
3626.25,0,"N","MIDWEST AREA",1000964
104,0.333333333,"U","MIDWEST AREA",1039252
495,4.666666667,"N","MIDWEST AREA",1087813
414.75,7.666666667,"U","MIDWEST AREA",1089599
563.5,0,"U","MIDWEST AREA",1043149
95.75,0,"Y","MIDWEST AREA",1037257
88.5,0.333333333,"N","MIDWEST AREA",1003155
156.5,0.666666667,"N","MIDWEST AREA",1047982
31.5,0,"U","MIDWEST AREA",1077986
19.75,0,"U","MIDWEST AREA",1004780
539.75,0.333333333,"U","MIDWEST AREA",1023674
45,0,"U","MIDWEST AREA",1070927
12.75,0,"U","MIDWEST AREA",1011130
129.75,0,"U","MIDWEST AREA",1012438
185.5,0,"Y","MIDWEST AREA",1065552
910.5,5.666666667,"U","MIDWEST AREA",1085659
543.25,2,"N","MIDWEST AREA",1062650
247,0,"Y","MIDWEST AREA",1060717
292.25,0,"U","MIDWEST AREA",1056028
306.25,0,"N","MIDWEST AREA",1034115
612.5,4,"N","MIDWEST AREA",1041698
310,2.666666667,"Y","MIDWEST AREA",1056903
585.5,1.666666667,"U","MIDWEST AREA",1041732
506.75,4,"U","MIDWEST AREA",1097368
669.5,0.666666667,"U","MIDWEST AREA",1077148
580.5,0.666666667,"U","MIDWEST AREA",1019290
523.25,0.666666667,"Y","MIDWEST AREA",1089883
192,0,"N","MIDWEST AREA",1010865
185.75,0,"Y","MIDWEST AREA",1008068
207.5,0,"U","MIDWEST AREA",1015799
1413.75,12,"Y","MIDWEST AREA",1059149
1668,3,"U","MIDWEST AREA",1017347
138.25,0,"Y","MIDWEST AREA",1049716
295,0,"U","MIDWEST AREA",1004800
229.75,0.333333333,"U","MIDWEST AREA",1036630
110.25,1,"N","MIDWEST AREA",1034109
43,0,"Y","MIDWEST AREA",1009558
1607.25,0,"U","MIDWEST AREA",1039603
182.75,0,"N","MIDWEST AREA",1018532
1390.25,3.666666667,"U","MIDWEST AREA",1008205
215.5,0.666666667,"U","MIDWEST AREA",1043580
1069.25,0,"Y","MIDWEST AREA",1005586
149,3.666666667,"U","MIDWEST AREA",1056449
76.5,9.666666667,"U","MIDWEST AREA",1055388
1043.5,0.333333333,"U","MIDWEST AREA",1038349
349,0,"Y","MIDWEST AREA",1010707
195.25,0,"N","MIDWEST AREA",1092371
94,0,"U","MIDWEST AREA",1022230
65.25,0.333333333,"U","MIDWEST AREA",1042970
224.25,0,"U","MIDWEST AREA",1008003
139.25,0,"U","MIDWEST AREA",1096327
127.5,0.333333333,"U","MIDWEST AREA",1010502
11.25,0,"U","MIDWEST AREA",1016992
29.5,0,"U","MIDWEST AREA",1076342
511.25,0,"N","MIDWEST AREA",1049059
1147,0,"U","MIDWEST AREA",1074164
578.25,0,"N","MIDWEST AREA",1067135
1332,6.333333333,"N","MIDWEST AREA",1039295
103.25,0,"Y","MIDWEST AREA",1003496
0,0,"U","MIDWEST AREA",1047332
2895.75,0.333333333,"U","MIDWEST AREA",1086820
41.75,0,"U","MIDWEST AREA",1067967
610.5,2.666666667,"Y","MIDWEST AREA",1054687
40.5,0,"U","MIDWEST AREA",1027725
68.5,0,"U","MIDWEST AREA",1048893
595.5,0,"N","MIDWEST AREA",1001872
0,0,"Y","MIDWEST AREA",1051830
1558.25,11,"U","MIDWEST AREA",1078932
1901,14.66666667,"N","MIDWEST AREA",1028815
528.5,0,"U","MIDWEST AREA",1009538
364.75,3.333333333,"U","MIDWEST AREA",1000092
43.5,0,"U","MIDWEST AREA",1027458
29.25,0,"N","MIDWEST AREA",1011691
587.25,0,"U","MIDWEST AREA",1091643
119.75,0.333333333,"U","MIDWEST AREA",1081104
142,0,"U","MIDWEST AREA",1007759
839,13.33333333,"Y","MIDWEST AREA",1059432
301,0.333333333,"U","MIDWEST AREA",1086767
182.5,0,"U","MIDWEST AREA",1035610
6.5,0.333333333,"N","MIDWEST AREA",1004888
334,0,"Y","MIDWEST AREA",1031774
866.75,0.666666667,"N","MIDWEST AREA",1037490
886.75,4.666666667,"U","MIDWEST AREA",1073867
696,1.666666667,"Y","MIDWEST AREA",1026268
20,0,"U","MIDWEST AREA",1093391
371.25,0,"U","MIDWEST AREA",1087217
440.75,0,"Y","MIDWEST AREA",1031838
92.75,0,"U","MIDWEST AREA",1074441
624.75,0,"U","MIDWEST AREA",1081075
1175.75,0,"U","MIDWEST AREA",1024428
984.5,1,"U","MIDWEST AREA",1040653
334.25,0,"U","MIDWEST AREA",1010627
170.75,0,"U","MIDWEST AREA",1074720
239.25,0.333333333,"U","MIDWEST AREA",1029529
0,0,"U","MIDWEST AREA",1021972
246.5,0,"Y","MIDWEST AREA",1020589
138.5,0,"U","MIDWEST AREA",1012109
984,2,"N","MIDWEST AREA",1097476
241.5,1.666666667,"Y","MIDWEST AREA",1047269
404,0,"N","MIDWEST AREA",1039328
171.25,0,"Y","MIDWEST AREA",1015570
386.5,9.666666667,"Y","MIDWEST AREA",1081452
668.75,1,"Y","MIDWEST AREA",1048378
107.25,0,"U","MIDWEST AREA",1043786
1040.5,7,"U","MIDWEST AREA",1096788
35.75,0.333333333,"Y","MIDWEST AREA",1034266
59,0,"U","MIDWEST AREA",1046727
601.5,2.666666667,"U","MIDWEST AREA",1055305
141,0,"U","MIDWEST AREA",1044272
150.25,0.666666667,"U","MIDWEST AREA",1084608
306.5,0,"U","MIDWEST AREA",1008629
602.75,0,"Y","MIDWEST AREA",1024765
238.25,0.666666667,"Y","MIDWEST AREA",1054439
89.25,0,"U","MIDWEST AREA",1069930
843.75,0.666666667,"Y","MIDWEST AREA",1051540
361.5,0,"N","MIDWEST AREA",1010470
545.25,2.333333333,"U","MIDWEST AREA",1052939
101,0.333333333,"U","MIDWEST AREA",1036535
200.25,0,"U","MIDWEST AREA",1079492
446,3.333333333,"U","MIDWEST AREA",1072397
277.25,0.333333333,"Y","MIDWEST AREA",1058898
714.75,0.666666667,"U","MIDWEST AREA",1061202
2186.75,7.666666667,"U","MIDWEST AREA",1088960
496.75,0,"U","MIDWEST AREA",1083321
1084.5,0.333333333,"U","MIDWEST AREA",1037384
44.5,0,"U","MIDWEST AREA",1036794
16.25,0,"U","MIDWEST AREA",1079221
180.75,1,"U","MIDWEST AREA",1033784
294.5,0,"Y","MIDWEST AREA",1011793
470.75,0,"Y","MIDWEST AREA",1001032
43,0,"N","MIDWEST AREA",1000591
450,1.333333333,"U","MIDWEST AREA",1057916
165,0,"U","MIDWEST AREA",1056710
279.75,0.333333333,"U","MIDWEST AREA",1035428
499.75,0,"Y","MIDWEST AREA",1075694
137.75,0,"Y","MIDWEST AREA",1021260
212.25,0,"U","MIDWEST AREA",1049651
269.5,0,"U","MIDWEST AREA",1041259
1052.75,0.666666667,"U","MIDWEST AREA",1074485
270.25,0.333333333,"U","MIDWEST AREA",1048771
997.25,0.333333333,"U","MIDWEST AREA",1053768
45.5,0,"Y","MIDWEST AREA",1000034
0,0,"Y","MIDWEST AREA",1001818
372.25,0,"Y","MIDWEST AREA",1007227
109.5,0,"N","MIDWEST AREA",1002532
49.75,0,"U","MIDWEST AREA",1029234
1232.25,0,"N","MIDWEST AREA",1049069
713.75,4,"Y","MIDWEST AREA",1004721
53.75,0,"N","MIDWEST AREA",1021848
247,0,"Y","MIDWEST AREA",1007577
366.25,0,"U","MIDWEST AREA",1014259
1089,0,"U","MIDWEST AREA",1097109
5.75,0,"Y","MIDWEST AREA",1007574
612.5,3,"Y","MIDWEST AREA",1031710
63.5,0,"N","MIDWEST AREA",1007294
194.75,0,"Y","MIDWEST AREA",1011048
199.5,0.666666667,"U","MIDWEST AREA",1026319
2,0,"U","MIDWEST AREA",1058641
144.25,0,"U","MIDWEST AREA",1030015
100,0,"N","MIDWEST AREA",1071612
920.75,8.666666667,"U","MIDWEST AREA",1091437
30,0,"Y","MIDWEST AREA",1005382
369.75,1.333333333,"U","MIDWEST AREA",1050723
599.25,13.33333333,"U","MIDWEST AREA",1097584
136.25,0,"U","MIDWEST AREA",1051440
588.75,22,"U","MIDWEST AREA",1094270
519.75,0.666666667,"U","MIDWEST AREA",1059981
343.5,0,"Y","MIDWEST AREA",1001877
1065.5,0,"Y","MIDWEST AREA",1024237
817.75,0,"Y","MIDWEST AREA",1018020
503.25,6,"U","MIDWEST AREA",1049349
74.5,0,"U","MIDWEST AREA",1017333
141,21.33333333,"U","MIDWEST AREA",1094914
116,0,"U","MIDWEST AREA",1056754
521.75,0,"N","MIDWEST AREA",1022366
302,0,"N","MIDWEST AREA",1026058
450.25,0,"U","MIDWEST AREA",1041413
405.25,0.666666667,"Y","MIDWEST AREA",1020913
1.5,0,"U","MIDWEST AREA",1028925
6.5,0,"N","MIDWEST AREA",1001745
1975.25,0,"U","MIDWEST AREA",1055654
1260.75,3,"U","MIDWEST AREA",1031526
114.75,1,"U","MIDWEST AREA",1029736
103,0,"U","MIDWEST AREA",1064887
26.5,0,"U","MIDWEST AREA",1016178
10.25,0,"Y","MIDWEST AREA",1002614
115.25,0,"N","MIDWEST AREA",1076392
675,2,"Y","MIDWEST AREA",1022982
718.25,13.33333333,"U","MIDWEST AREA",1035100
83.25,0,"N","MIDWEST AREA",1003005
1491,50,"U","MIDWEST AREA",1094541
1329.25,0.666666667,"U","MIDWEST AREA",1005401
1737.75,2.333333333,"U","MIDWEST AREA",1091399
1143.75,0.666666667,"Y","MIDWEST AREA",1011894
182.75,0,"U","MIDWEST AREA",1053245
565,2,"N","MIDWEST AREA",1041450
267.25,0,"Y","MIDWEST AREA",1001824
1065.25,0,"U","MIDWEST AREA",1071477
1092.75,0,"U","MIDWEST AREA",1080465
762.25,0,"N","MIDWEST AREA",1019542
506.25,0.666666667,"U","MIDWEST AREA",1054357
85.75,0,"Y","MIDWEST AREA",1018806
215.5,10,"U","MIDWEST AREA",1091223
643.5,0,"U","MIDWEST AREA",1081613
109,0,"U","MIDWEST AREA",1033618
533.25,0,"Y","MIDWEST AREA",1016840
589.25,0,"U","MIDWEST AREA",1085017
472,7.666666667,"U","MIDWEST AREA",1065492
88.25,0,"Y","MIDWEST AREA",1040957
93.5,0,"U","MIDWEST AREA",1036498
257.25,0,"U","MIDWEST AREA",1035338
640.25,7.333333333,"U","MIDWEST AREA",1092575
226,0,"Y","MIDWEST AREA",1030037
550.25,3,"Y","MIDWEST AREA",1003981
1649.75,0.333333333,"N","MIDWEST AREA",1062926
445,0,"U","MIDWEST AREA",1024593
615,3,"N","MIDWEST AREA",1056106
625.5,0.666666667,"Y","MIDWEST AREA",1069558
160.75,0,"U","MIDWEST AREA",1026560
136.75,2.666666667,"U","MIDWEST AREA",1041421
545.25,0,"N","MIDWEST AREA",1004591
285.75,0,"Y","MIDWEST AREA",1017201
355.5,0,"U","MIDWEST AREA",1065649
616.75,6.666666667,"U","MIDWEST AREA",1092127
19,0,"Y","MIDWEST AREA",1001063
985.25,0,"U","MIDWEST AREA",1096722
402.25,3.666666667,"Y","MIDWEST AREA",1037397
243,0,"N","MIDWEST AREA",1067625
