"mou_Mean","custcare_Mean","new_cell","area","Customer_ID"
0,0,"U","NEW ENGLAND AREA",1042803
639.75,0,"U","NEW ENGLAND AREA",1049940
540,0,"Y","NEW ENGLAND AREA",1020309
130,0,"U","NEW ENGLAND AREA",1033914
115,0,"Y","NEW ENGLAND AREA",1022048
329.75,3.333333333,"U","NEW ENGLAND AREA",1062129
726.5,0.333333333,"N","NEW ENGLAND AREA",1023203
269.5,2.333333333,"U","NEW ENGLAND AREA",1088585
241.25,0,"U","NEW ENGLAND AREA",1028044
873,3.666666667,"N","NEW ENGLAND AREA",1036355
34.75,0,"Y","NEW ENGLAND AREA",1002363
253,1.666666667,"U","NEW ENGLAND AREA",1024052
886.25,7.666666667,"U","NEW ENGLAND AREA",1089890
174,0,"Y","NEW ENGLAND AREA",1054701
1483.75,2,"N","NEW ENGLAND AREA",1091152
313.5,1.666666667,"U","NEW ENGLAND AREA",1044970
677.25,5,"U","NEW ENGLAND AREA",1097141
120.25,0,"U","NEW ENGLAND AREA",1016905
335.25,0,"U","NEW ENGLAND AREA",1069297
394.75,1.333333333,"N","NEW ENGLAND AREA",1039288
276,5.666666667,"U","NEW ENGLAND AREA",1058526
345.5,1.333333333,"N","NEW ENGLAND AREA",1002368
474.75,0,"U","NEW ENGLAND AREA",1051375
2436.75,27,"Y","NEW ENGLAND AREA",1045812
264.25,4,"U","NEW ENGLAND AREA",1059493
721.25,0,"Y","NEW ENGLAND AREA",1026276
133.25,0,"Y","NEW ENGLAND AREA",1093278
473.25,0,"N","NEW ENGLAND AREA",1011069
287,1,"U","NEW ENGLAND AREA",1067301
469,0,"U","NEW ENGLAND AREA",1068003
21.5,0,"U","NEW ENGLAND AREA",1026233
95.25,0,"U","NEW ENGLAND AREA",1085664
955,3,"U","NEW ENGLAND AREA",1073580
373.25,0,"U","NEW ENGLAND AREA",1077457
733,0,"U","NEW ENGLAND AREA",1092739
601.5,0,"Y","NEW ENGLAND AREA",1033469
1965.75,10.66666667,"U","NEW ENGLAND AREA",1096645
397.75,5,"N","NEW ENGLAND AREA",1002932
368.5,2,"U","NEW ENGLAND AREA",1014113
113,0,"U","NEW ENGLAND AREA",1051303
731.5,0.666666667,"U","NEW ENGLAND AREA",1078999
479.75,0,"U","NEW ENGLAND AREA",1054557
481.75,0.666666667,"U","NEW ENGLAND AREA",1089067
258.25,0,"U","NEW ENGLAND AREA",1073248
248.5,0.333333333,"U","NEW ENGLAND AREA",1041472
297.25,0,"U","NEW ENGLAND AREA",1084908
194,0,"U","NEW ENGLAND AREA",1059002
107.25,0.333333333,"U","NEW ENGLAND AREA",1050406
0,0,"U","NEW ENGLAND AREA",1087213
351.25,0,"U","NEW ENGLAND AREA",1058421
1313.25,0,"U","NEW ENGLAND AREA",1005479
666.5,0.666666667,"U","NEW ENGLAND AREA",1086736
1338,3.666666667,"Y","NEW ENGLAND AREA",1033249
107.75,0,"U","NEW ENGLAND AREA",1028432
622.5,0,"U","NEW ENGLAND AREA",1096738
159.25,0,"U","NEW ENGLAND AREA",1034495
99,2.666666667,"Y","NEW ENGLAND AREA",1080444
1209.25,0,"U","NEW ENGLAND AREA",1065351
40.75,0,"U","NEW ENGLAND AREA",1072647
1425.25,2,"Y","NEW ENGLAND AREA",1054041
168.5,0,"U","NEW ENGLAND AREA",1047199
579,0.666666667,"U","NEW ENGLAND AREA",1085919
237.5,1.666666667,"U","NEW ENGLAND AREA",1007171
267.5,0,"U","NEW ENGLAND AREA",1069296
517,0.666666667,"U","NEW ENGLAND AREA",1060311
10.75,0,"U","NEW ENGLAND AREA",1003828
575.5,0.666666667,"U","NEW ENGLAND AREA",1066088
688.75,7.333333333,"U","NEW ENGLAND AREA",1093124
460.25,0,"U","NEW ENGLAND AREA",1075583
394.25,0,"U","NEW ENGLAND AREA",1092932
298.5,0,"U","NEW ENGLAND AREA",1017074
593.75,0.666666667,"Y","NEW ENGLAND AREA",1087215
1557.75,8,"N","NEW ENGLAND AREA",1026997
612.5,0.333333333,"U","NEW ENGLAND AREA",1060074
717.5,2.333333333,"Y","NEW ENGLAND AREA",1015934
303,0.666666667,"U","NEW ENGLAND AREA",1007300
209,0,"U","NEW ENGLAND AREA",1058543
163.75,0,"Y","NEW ENGLAND AREA",1082598
565.75,0,"U","NEW ENGLAND AREA",1005907
NA,0,"U","NEW ENGLAND AREA",1049212
341.5,0.333333333,"U","NEW ENGLAND AREA",1088307
654.5,0,"U","NEW ENGLAND AREA",1031438
372,1.333333333,"U","NEW ENGLAND AREA",1034891
306.5,0,"U","NEW ENGLAND AREA",1048458
0,0,"U","NEW ENGLAND AREA",1016641
322.5,1.666666667,"Y","NEW ENGLAND AREA",1042780
97.75,0,"U","NEW ENGLAND AREA",1061277
192.75,0,"U","NEW ENGLAND AREA",1036667
435,2,"U","NEW ENGLAND AREA",1079309
294.75,0.333333333,"U","NEW ENGLAND AREA",1036762
879.5,0.666666667,"U","NEW ENGLAND AREA",1033767
75.5,0,"U","NEW ENGLAND AREA",1048813
150.5,0,"U","NEW ENGLAND AREA",1072036
134.75,0,"U","NEW ENGLAND AREA",1046803
454,0,"Y","NEW ENGLAND AREA",1096627
422.75,3.333333333,"U","NEW ENGLAND AREA",1020761
365,1,"Y","NEW ENGLAND AREA",1004557
190.75,0,"Y","NEW ENGLAND AREA",1028551
330.5,0.666666667,"U","NEW ENGLAND AREA",1055765
808.75,6.333333333,"U","NEW ENGLAND AREA",1044370
622,0,"U","NEW ENGLAND AREA",1034162
542.5,8,"U","NEW ENGLAND AREA",1076724
801.25,3.333333333,"U","NEW ENGLAND AREA",1022782
423,0.666666667,"U","NEW ENGLAND AREA",1081376
647.5,0,"U","NEW ENGLAND AREA",1056568
130,0,"U","NEW ENGLAND AREA",1068999
1274.25,0,"N","NEW ENGLAND AREA",1069612
17.25,0,"U","NEW ENGLAND AREA",1060736
246.75,0.333333333,"U","NEW ENGLAND AREA",1089047
58.75,0,"U","NEW ENGLAND AREA",1058326
244.5,0.666666667,"U","NEW ENGLAND AREA",1018920
370,4.333333333,"U","NEW ENGLAND AREA",1055901
498.25,0,"U","NEW ENGLAND AREA",1044432
130.25,1,"U","NEW ENGLAND AREA",1078408
55.5,1.333333333,"U","NEW ENGLAND AREA",1080865
49.25,0,"N","NEW ENGLAND AREA",1026108
106.75,0.333333333,"U","NEW ENGLAND AREA",1080995
601.25,0.333333333,"Y","NEW ENGLAND AREA",1001667
482.25,0,"N","NEW ENGLAND AREA",1004896
547.5,0,"Y","NEW ENGLAND AREA",1060228
438.5,0,"U","NEW ENGLAND AREA",1048655
120,0,"N","NEW ENGLAND AREA",1050493
358.75,0,"Y","NEW ENGLAND AREA",1088620
16.25,0,"Y","NEW ENGLAND AREA",1021875
1328.5,2,"U","NEW ENGLAND AREA",1083680
1371.75,23,"U","NEW ENGLAND AREA",1053515
233.25,0,"N","NEW ENGLAND AREA",1034155
382.5,4.666666667,"U","NEW ENGLAND AREA",1063486
549.5,0.666666667,"U","NEW ENGLAND AREA",1035209
880.75,0,"U","NEW ENGLAND AREA",1087138
155.75,0,"U","NEW ENGLAND AREA",1046748
978,0,"U","NEW ENGLAND AREA",1036573
2.5,0,"U","NEW ENGLAND AREA",1061828
671.25,0,"U","NEW ENGLAND AREA",1043202
68.25,0,"Y","NEW ENGLAND AREA",1007176
48,0,"U","NEW ENGLAND AREA",1027607
559.25,0,"U","NEW ENGLAND AREA",1032706
3.25,0,"N","NEW ENGLAND AREA",1007686
163.25,0,"N","NEW ENGLAND AREA",1068868
42.5,0,"U","NEW ENGLAND AREA",1022555
2762.75,32.66666667,"N","NEW ENGLAND AREA",1080170
396.75,0,"U","NEW ENGLAND AREA",1016456
22,0,"U","NEW ENGLAND AREA",1056402
221,0,"N","NEW ENGLAND AREA",1052134
505.25,0,"U","NEW ENGLAND AREA",1058138
232,0,"U","NEW ENGLAND AREA",1042818
363.75,0,"U","NEW ENGLAND AREA",1064563
1614,0.666666667,"U","NEW ENGLAND AREA",1094115
153,0,"U","NEW ENGLAND AREA",1031145
194.75,0,"U","NEW ENGLAND AREA",1077629
301.5,1.333333333,"U","NEW ENGLAND AREA",1094645
59.5,0.333333333,"U","NEW ENGLAND AREA",1015517
97.25,0,"U","NEW ENGLAND AREA",1015583
177,1.666666667,"U","NEW ENGLAND AREA",1091395
714.25,0.666666667,"U","NEW ENGLAND AREA",1095564
87,0,"Y","NEW ENGLAND AREA",1085399
229.5,5,"U","NEW ENGLAND AREA",1074306
8.5,0,"U","NEW ENGLAND AREA",1074826
1812,16.66666667,"Y","NEW ENGLAND AREA",1047082
162.5,0,"U","NEW ENGLAND AREA",1051810
744.5,5.666666667,"U","NEW ENGLAND AREA",1032869
755.5,10.33333333,"U","NEW ENGLAND AREA",1092382
829.25,0,"Y","NEW ENGLAND AREA",1051609
261.25,0.666666667,"U","NEW ENGLAND AREA",1083498
350,2,"U","NEW ENGLAND AREA",1001614
998.5,5.333333333,"U","NEW ENGLAND AREA",1085669
296.75,0.666666667,"N","NEW ENGLAND AREA",1088588
249.25,0,"U","NEW ENGLAND AREA",1086322
121.5,0,"U","NEW ENGLAND AREA",1020234
282.75,2,"N","NEW ENGLAND AREA",1007017
137,0,"U","NEW ENGLAND AREA",1049257
490.5,0,"U","NEW ENGLAND AREA",1057486
145.75,0,"U","NEW ENGLAND AREA",1089088
581.75,0,"N","NEW ENGLAND AREA",1068192
328,0,"U","NEW ENGLAND AREA",1032498
315,0,"U","NEW ENGLAND AREA",1017499
843.25,1,"Y","NEW ENGLAND AREA",1039778
368.25,6.333333333,"U","NEW ENGLAND AREA",1030928
162.25,0,"U","NEW ENGLAND AREA",1066777
557.25,0,"U","NEW ENGLAND AREA",1059350
36.5,0,"Y","NEW ENGLAND AREA",1078964
1679,6,"N","NEW ENGLAND AREA",1067230
155,0,"U","NEW ENGLAND AREA",1027166
404.25,0,"N","NEW ENGLAND AREA",1021556
331.5,0,"U","NEW ENGLAND AREA",1090309
660.5,4,"N","NEW ENGLAND AREA",1005396
163.75,0.333333333,"U","NEW ENGLAND AREA",1030644
112,0,"U","NEW ENGLAND AREA",1054667
1606,0,"U","NEW ENGLAND AREA",1047118
76.5,0,"U","NEW ENGLAND AREA",1026396
101,0,"N","NEW ENGLAND AREA",1042279
571,27.66666667,"N","NEW ENGLAND AREA",1001727
166,0,"Y","NEW ENGLAND AREA",1008643
365.5,0.333333333,"U","NEW ENGLAND AREA",1035327
0,0,"N","NEW ENGLAND AREA",1043736
82.75,0,"U","NEW ENGLAND AREA",1036712
267.25,0,"U","NEW ENGLAND AREA",1057009
649.25,0,"U","NEW ENGLAND AREA",1012951
438,2.666666667,"Y","NEW ENGLAND AREA",1019939
422.5,1,"Y","NEW ENGLAND AREA",1004535
61,0,"N","NEW ENGLAND AREA",1033923
946,6.666666667,"U","NEW ENGLAND AREA",1048906
1119.25,0.333333333,"Y","NEW ENGLAND AREA",1037367
605.5,0,"Y","NEW ENGLAND AREA",1065638
87.75,0,"N","NEW ENGLAND AREA",1014892
90,0,"U","NEW ENGLAND AREA",1050497
721.5,4,"U","NEW ENGLAND AREA",1096184
233.5,0,"U","NEW ENGLAND AREA",1040248
374.75,1,"U","NEW ENGLAND AREA",1076935
1664,6.333333333,"Y","NEW ENGLAND AREA",1040333
497.75,4,"U","NEW ENGLAND AREA",1040251
779,4.666666667,"U","NEW ENGLAND AREA",1081724
1148,0.333333333,"U","NEW ENGLAND AREA",1092936
95,0,"U","NEW ENGLAND AREA",1081341
794.5,0,"U","NEW ENGLAND AREA",1080421
1126.5,6,"U","NEW ENGLAND AREA",1096709
45,0,"N","NEW ENGLAND AREA",1001530
59.75,0,"U","NEW ENGLAND AREA",1095857
133.5,0,"Y","NEW ENGLAND AREA",1061010
242.75,0,"U","NEW ENGLAND AREA",1024542
0,0,"U","NEW ENGLAND AREA",1021547
327.25,0,"U","NEW ENGLAND AREA",1084265
318.25,1,"U","NEW ENGLAND AREA",1092806
25.75,0,"U","NEW ENGLAND AREA",1015233
0,0,"U","NEW ENGLAND AREA",1012287
1209.5,1,"U","NEW ENGLAND AREA",1053821
212.5,1.333333333,"Y","NEW ENGLAND AREA",1066314
79.75,0,"U","NEW ENGLAND AREA",1026804
4.5,0,"U","NEW ENGLAND AREA",1051283
228.25,0,"Y","NEW ENGLAND AREA",1046645
84.25,1.333333333,"Y","NEW ENGLAND AREA",1017726
1206,7,"Y","NEW ENGLAND AREA",1045447
227.75,0,"U","NEW ENGLAND AREA",1016990
520,0.333333333,"N","NEW ENGLAND AREA",1024829
853,0,"N","NEW ENGLAND AREA",1021634
407,4.333333333,"N","NEW ENGLAND AREA",1081829
52.25,0,"U","NEW ENGLAND AREA",1050944
273,0.666666667,"Y","NEW ENGLAND AREA",1026489
690.25,0,"N","NEW ENGLAND AREA",1075206
302.25,3.666666667,"N","NEW ENGLAND AREA",1091886
775.25,8.666666667,"U","NEW ENGLAND AREA",1013944
462.25,0,"U","NEW ENGLAND AREA",1081059
170.25,0,"Y","NEW ENGLAND AREA",1016045
121,0.333333333,"N","NEW ENGLAND AREA",1042854
687.25,0,"U","NEW ENGLAND AREA",1039110
311.75,0.666666667,"U","NEW ENGLAND AREA",1032495
0,0,"U","NEW ENGLAND AREA",1080870
1014.25,4,"U","NEW ENGLAND AREA",1051349
75,0,"U","NEW ENGLAND AREA",1039927
483.25,0.333333333,"Y","NEW ENGLAND AREA",1091232
1590,1.333333333,"U","NEW ENGLAND AREA",1040571
921.25,0.333333333,"U","NEW ENGLAND AREA",1032142
495.25,0,"U","NEW ENGLAND AREA",1088694
163.25,0,"U","NEW ENGLAND AREA",1031977
310.75,0.333333333,"U","NEW ENGLAND AREA",1078413
118,0,"Y","NEW ENGLAND AREA",1009090
295,0,"U","NEW ENGLAND AREA",1053583
32.25,0,"N","NEW ENGLAND AREA",1011532
197.75,1,"U","NEW ENGLAND AREA",1054750
403.5,3,"N","NEW ENGLAND AREA",1001850
207.25,0.333333333,"U","NEW ENGLAND AREA",1023283
347.25,13,"U","NEW ENGLAND AREA",1085191
382.75,0,"U","NEW ENGLAND AREA",1025369
279,5.333333333,"U","NEW ENGLAND AREA",1079758
573.75,0.666666667,"U","NEW ENGLAND AREA",1069568
225.75,0,"U","NEW ENGLAND AREA",1072843
1813.75,2.666666667,"Y","NEW ENGLAND AREA",1040421
1,0,"Y","NEW ENGLAND AREA",1007363
1471,18.66666667,"U","NEW ENGLAND AREA",1094408
809,0,"Y","NEW ENGLAND AREA",1064786
2197.25,18.33333333,"Y","NEW ENGLAND AREA",1089209
271.75,1.333333333,"U","NEW ENGLAND AREA",1028872
1262.75,0.333333333,"U","NEW ENGLAND AREA",1051304
668.25,2.333333333,"U","NEW ENGLAND AREA",1039127
388,0,"U","NEW ENGLAND AREA",1045632
320.25,0,"U","NEW ENGLAND AREA",1065715
673.5,3.333333333,"U","NEW ENGLAND AREA",1085764
146.75,0,"U","NEW ENGLAND AREA",1017032
1606,13.33333333,"N","NEW ENGLAND AREA",1067723
753.25,0.333333333,"U","NEW ENGLAND AREA",1007370
421.75,7.333333333,"U","NEW ENGLAND AREA",1077128
493.25,0.666666667,"N","NEW ENGLAND AREA",1063822
437.5,8,"U","NEW ENGLAND AREA",1088719
973.25,3.666666667,"U","NEW ENGLAND AREA",1061605
97.25,0,"Y","NEW ENGLAND AREA",1011067
337,0.333333333,"U","NEW ENGLAND AREA",1082631
165.75,0.666666667,"U","NEW ENGLAND AREA",1087431
0,0,"U","NEW ENGLAND AREA",1072066
810.75,3,"Y","NEW ENGLAND AREA",1020697
709.25,0,"U","NEW ENGLAND AREA",1063790
233.75,0,"N","NEW ENGLAND AREA",1036099
1754.25,6.333333333,"U","NEW ENGLAND AREA",1049733
257.75,0,"U","NEW ENGLAND AREA",1004650
1310,10.33333333,"U","NEW ENGLAND AREA",1020792
11,0.333333333,"U","NEW ENGLAND AREA",1009078
28,0,"U","NEW ENGLAND AREA",1063919
113,0,"U","NEW ENGLAND AREA",1034296
248.25,0.666666667,"U","NEW ENGLAND AREA",1090530
123,0,"U","NEW ENGLAND AREA",1015925
337,0,"U","NEW ENGLAND AREA",1014517
677,3,"U","NEW ENGLAND AREA",1069922
9,0,"U","NEW ENGLAND AREA",1075416
508.25,9.333333333,"Y","NEW ENGLAND AREA",1095295
292.25,0,"Y","NEW ENGLAND AREA",1061354
489,1,"U","NEW ENGLAND AREA",1059745
1292.25,12.33333333,"N","NEW ENGLAND AREA",1036483
277,0.333333333,"U","NEW ENGLAND AREA",1048779
1091.75,0.333333333,"U","NEW ENGLAND AREA",1040888
163.75,0.333333333,"Y","NEW ENGLAND AREA",1001496
204.25,0,"U","NEW ENGLAND AREA",1059108
467.5,0,"U","NEW ENGLAND AREA",1029831
190,0,"U","NEW ENGLAND AREA",1015804
664.5,0,"U","NEW ENGLAND AREA",1086264
44,0,"N","NEW ENGLAND AREA",1035454
200.5,0,"U","NEW ENGLAND AREA",1059715
395.25,0,"U","NEW ENGLAND AREA",1055232
0.25,0,"U","NEW ENGLAND AREA",1081431
682.25,0,"U","NEW ENGLAND AREA",1096360
27.25,0,"U","NEW ENGLAND AREA",1027582
1172,0.666666667,"Y","NEW ENGLAND AREA",1077438
462.25,3.333333333,"Y","NEW ENGLAND AREA",1008072
1401.75,0,"Y","NEW ENGLAND AREA",1024444
111.25,0,"U","NEW ENGLAND AREA",1034256
92.25,0,"U","NEW ENGLAND AREA",1026106
351.75,1.333333333,"U","NEW ENGLAND AREA",1026602
142.75,0,"N","NEW ENGLAND AREA",1015052
221,0.333333333,"U","NEW ENGLAND AREA",1051982
0,0,"U","NEW ENGLAND AREA",1009962
114,0.333333333,"N","NEW ENGLAND AREA",1010276
2.5,3.333333333,"U","NEW ENGLAND AREA",1083406
221,0,"U","NEW ENGLAND AREA",1053936
2759.25,5,"N","NEW ENGLAND AREA",1047864
689,18.33333333,"U","NEW ENGLAND AREA",1042322
297.25,0.666666667,"U","NEW ENGLAND AREA",1040430
352.6666667,0,"N","NEW ENGLAND AREA",1067958
699.25,3.666666667,"Y","NEW ENGLAND AREA",1085450
425.5,0,"U","NEW ENGLAND AREA",1035587
417.5,0,"U","NEW ENGLAND AREA",1065493
