"mou_Mean","custcare_Mean","new_cell","area","Customer_ID"
123.75,0,"U","CENTRAL-SOUTH TEXAS AREA",1049479
732.5,0,"U","CENTRAL-SOUTH TEXAS AREA",1019638
215.5,0,"Y","CENTRAL-SOUTH TEXAS AREA",1042603
159.75,0,"U","CENTRAL-SOUTH TEXAS AREA",1080945
152.5,3.666666667,"U","CENTRAL-SOUTH TEXAS AREA",1024752
6.5,0,"Y","CENTRAL-SOUTH TEXAS AREA",1007584
400.25,2,"U","CENTRAL-SOUTH TEXAS AREA",1082581
600.5,1,"U","CENTRAL-SOUTH TEXAS AREA",1062317
1364.75,2,"U","CENTRAL-SOUTH TEXAS AREA",1094457
957.25,5.333333333,"U","CENTRAL-SOUTH TEXAS AREA",1056503
84,0,"Y","CENTRAL-SOUTH TEXAS AREA",1012241
313.75,0,"Y","CENTRAL-SOUTH TEXAS AREA",1014794
481.25,0.666666667,"U","CENTRAL-SOUTH TEXAS AREA",1091949
1362.75,4.666666667,"Y","CENTRAL-SOUTH TEXAS AREA",1029605
257.25,4,"U","CENTRAL-SOUTH TEXAS AREA",1050168
0,0,"Y","CENTRAL-SOUTH TEXAS AREA",1068394
1747,5.666666667,"U","CENTRAL-SOUTH TEXAS AREA",1086690
NA,0,"Y","CENTRAL-SOUTH TEXAS AREA",1002860
162.25,0.333333333,"U","CENTRAL-SOUTH TEXAS AREA",1041851
506.25,0.333333333,"Y","CENTRAL-SOUTH TEXAS AREA",1094615
1080.5,5,"Y","CENTRAL-SOUTH TEXAS AREA",1045090
557.25,0,"Y","CENTRAL-SOUTH TEXAS AREA",1000158
422.5,0,"U","CENTRAL-SOUTH TEXAS AREA",1057914
861.5,0.333333333,"U","CENTRAL-SOUTH TEXAS AREA",1073930
214.25,0.666666667,"U","CENTRAL-SOUTH TEXAS AREA",1022569
220.75,0,"Y","CENTRAL-SOUTH TEXAS AREA",1071560
612.75,2.666666667,"U","CENTRAL-SOUTH TEXAS AREA",1092015
363.75,0,"U","CENTRAL-SOUTH TEXAS AREA",1068795
428.75,0,"Y","CENTRAL-SOUTH TEXAS AREA",1033412
404.25,0,"N","CENTRAL-SOUTH TEXAS AREA",1000629
979,1.333333333,"U","CENTRAL-SOUTH TEXAS AREA",1057531
877.5,0,"N","CENTRAL-SOUTH TEXAS AREA",1073263
252,1.666666667,"U","CENTRAL-SOUTH TEXAS AREA",1077783
296.5,3.333333333,"U","CENTRAL-SOUTH TEXAS AREA",1014821
407.25,1.666666667,"U","CENTRAL-SOUTH TEXAS AREA",1002806
1641.25,14.66666667,"U","CENTRAL-SOUTH TEXAS AREA",1040159
858,0.333333333,"U","CENTRAL-SOUTH TEXAS AREA",1013483
391.5,0,"U","CENTRAL-SOUTH TEXAS AREA",1034413
1160.25,0,"N","CENTRAL-SOUTH TEXAS AREA",1036501
459.5,0,"Y","CENTRAL-SOUTH TEXAS AREA",1021207
111.25,1.333333333,"U","CENTRAL-SOUTH TEXAS AREA",1021429
2185.5,41.33333333,"U","CENTRAL-SOUTH TEXAS AREA",1055773
1339,1.666666667,"Y","CENTRAL-SOUTH TEXAS AREA",1095263
162.75,0,"Y","CENTRAL-SOUTH TEXAS AREA",1006798
1684.75,0,"U","CENTRAL-SOUTH TEXAS AREA",1067685
97.75,3,"U","CENTRAL-SOUTH TEXAS AREA",1086293
149,0,"Y","CENTRAL-SOUTH TEXAS AREA",1025286
307.75,0.333333333,"U","CENTRAL-SOUTH TEXAS AREA",1093456
181.75,8,"Y","CENTRAL-SOUTH TEXAS AREA",1005991
552.25,3.333333333,"U","CENTRAL-SOUTH TEXAS AREA",1096124
692,0.333333333,"U","CENTRAL-SOUTH TEXAS AREA",1089701
626.5,0,"N","CENTRAL-SOUTH TEXAS AREA",1021737
320.5,0,"U","CENTRAL-SOUTH TEXAS AREA",1036480
342.25,0,"Y","CENTRAL-SOUTH TEXAS AREA",1043481
745,0,"N","CENTRAL-SOUTH TEXAS AREA",1017667
38.5,1,"U","CENTRAL-SOUTH TEXAS AREA",1044216
866.25,0,"U","CENTRAL-SOUTH TEXAS AREA",1026644
172.5,0,"U","CENTRAL-SOUTH TEXAS AREA",1071937
602.5,1,"U","CENTRAL-SOUTH TEXAS AREA",1064187
212.75,0.333333333,"N","CENTRAL-SOUTH TEXAS AREA",1034019
872,2.333333333,"N","CENTRAL-SOUTH TEXAS AREA",1041256
519.25,0,"U","CENTRAL-SOUTH TEXAS AREA",1029215
254.25,0.333333333,"U","CENTRAL-SOUTH TEXAS AREA",1033265
128.25,1,"U","CENTRAL-SOUTH TEXAS AREA",1036910
59,0.333333333,"Y","CENTRAL-SOUTH TEXAS AREA",1036353
1045.75,0.666666667,"U","CENTRAL-SOUTH TEXAS AREA",1005710
503,5,"Y","CENTRAL-SOUTH TEXAS AREA",1096178
417.75,4,"U","CENTRAL-SOUTH TEXAS AREA",1093332
1001.25,11,"Y","CENTRAL-SOUTH TEXAS AREA",1040020
300.5,0,"N","CENTRAL-SOUTH TEXAS AREA",1034575
12.25,0,"U","CENTRAL-SOUTH TEXAS AREA",1058408
308,0,"U","CENTRAL-SOUTH TEXAS AREA",1035772
120,0,"N","CENTRAL-SOUTH TEXAS AREA",1010287
483.75,0,"N","CENTRAL-SOUTH TEXAS AREA",1019499
309.75,0,"Y","CENTRAL-SOUTH TEXAS AREA",1022764
918.5,0,"U","CENTRAL-SOUTH TEXAS AREA",1006837
17,0,"Y","CENTRAL-SOUTH TEXAS AREA",1010375
1179,15.33333333,"U","CENTRAL-SOUTH TEXAS AREA",1027116
757.25,3.333333333,"U","CENTRAL-SOUTH TEXAS AREA",1029595
371.25,2,"U","CENTRAL-SOUTH TEXAS AREA",1060206
372.5,0,"U","CENTRAL-SOUTH TEXAS AREA",1074312
84.25,0.333333333,"U","CENTRAL-SOUTH TEXAS AREA",1041543
232.75,0,"U","CENTRAL-SOUTH TEXAS AREA",1075775
1263,0.333333333,"U","CENTRAL-SOUTH TEXAS AREA",1008525
293.5,2.333333333,"N","CENTRAL-SOUTH TEXAS AREA",1006863
239.25,0,"U","CENTRAL-SOUTH TEXAS AREA",1045977
0,0,"U","CENTRAL-SOUTH TEXAS AREA",1029454
286,0,"Y","CENTRAL-SOUTH TEXAS AREA",1071887
680.75,0,"U","CENTRAL-SOUTH TEXAS AREA",1005531
448,0,"Y","CENTRAL-SOUTH TEXAS AREA",1092469
1500,0,"N","CENTRAL-SOUTH TEXAS AREA",1027756
566.5,1,"U","CENTRAL-SOUTH TEXAS AREA",1005677
158,0,"Y","CENTRAL-SOUTH TEXAS AREA",1018955
840.75,1.333333333,"U","CENTRAL-SOUTH TEXAS AREA",1027561
808.25,1,"U","CENTRAL-SOUTH TEXAS AREA",1082814
365,1.333333333,"U","CENTRAL-SOUTH TEXAS AREA",1019034
1291,0,"U","CENTRAL-SOUTH TEXAS AREA",1093164
675,0,"Y","CENTRAL-SOUTH TEXAS AREA",1071411
415.25,0,"U","CENTRAL-SOUTH TEXAS AREA",1080567
232.25,0,"Y","CENTRAL-SOUTH TEXAS AREA",1073415
786.25,0,"Y","CENTRAL-SOUTH TEXAS AREA",1050865
1.5,0,"Y","CENTRAL-SOUTH TEXAS AREA",1004969
324.75,0,"N","CENTRAL-SOUTH TEXAS AREA",1055698
590.25,0,"N","CENTRAL-SOUTH TEXAS AREA",1029057
433.75,6.666666667,"U","CENTRAL-SOUTH TEXAS AREA",1082024
507.75,1,"U","CENTRAL-SOUTH TEXAS AREA",1089873
464.5,2.666666667,"U","CENTRAL-SOUTH TEXAS AREA",1005133
632.75,4,"U","CENTRAL-SOUTH TEXAS AREA",1042978
0,0,"Y","CENTRAL-SOUTH TEXAS AREA",1012169
30,0,"U","CENTRAL-SOUTH TEXAS AREA",1041527
824.25,2.333333333,"N","CENTRAL-SOUTH TEXAS AREA",1042052
631.5,0,"U","CENTRAL-SOUTH TEXAS AREA",1025887
143.75,0,"N","CENTRAL-SOUTH TEXAS AREA",1040897
136.75,0.333333333,"N","CENTRAL-SOUTH TEXAS AREA",1003476
1113.75,0,"Y","CENTRAL-SOUTH TEXAS AREA",1023412
591.75,1,"Y","CENTRAL-SOUTH TEXAS AREA",1017382
553.5,0,"U","CENTRAL-SOUTH TEXAS AREA",1076422
468.25,2,"U","CENTRAL-SOUTH TEXAS AREA",1097542
228.5,0,"Y","CENTRAL-SOUTH TEXAS AREA",1003975
436,5,"U","CENTRAL-SOUTH TEXAS AREA",1056869
1428,0,"U","CENTRAL-SOUTH TEXAS AREA",1026522
45.75,0,"U","CENTRAL-SOUTH TEXAS AREA",1093860
377.75,0,"U","CENTRAL-SOUTH TEXAS AREA",1094822
370.5,0,"N","CENTRAL-SOUTH TEXAS AREA",1006945
980.75,0,"U","CENTRAL-SOUTH TEXAS AREA",1046921
277.5,0,"Y","CENTRAL-SOUTH TEXAS AREA",1045228
119.75,0,"Y","CENTRAL-SOUTH TEXAS AREA",1009724
369,4.666666667,"N","CENTRAL-SOUTH TEXAS AREA",1002287
225.25,0,"U","CENTRAL-SOUTH TEXAS AREA",1038101
0,0,"U","CENTRAL-SOUTH TEXAS AREA",1039211
729.75,3,"Y","CENTRAL-SOUTH TEXAS AREA",1069111
337.75,0,"Y","CENTRAL-SOUTH TEXAS AREA",1071284
523,0,"U","CENTRAL-SOUTH TEXAS AREA",1001119
718,1.333333333,"U","CENTRAL-SOUTH TEXAS AREA",1013354
116.5,0,"Y","CENTRAL-SOUTH TEXAS AREA",1096973
773,23.66666667,"U","CENTRAL-SOUTH TEXAS AREA",1097471
554,0,"Y","CENTRAL-SOUTH TEXAS AREA",1024108
1057.5,1,"Y","CENTRAL-SOUTH TEXAS AREA",1029446
1303.5,0.333333333,"U","CENTRAL-SOUTH TEXAS AREA",1060095
17.75,0,"U","CENTRAL-SOUTH TEXAS AREA",1027506
222.5,0,"U","CENTRAL-SOUTH TEXAS AREA",1013188
383,3.333333333,"N","CENTRAL-SOUTH TEXAS AREA",1093299
616,0,"Y","CENTRAL-SOUTH TEXAS AREA",1019425
656,6.333333333,"Y","CENTRAL-SOUTH TEXAS AREA",1000269
292.75,0.333333333,"U","CENTRAL-SOUTH TEXAS AREA",1040881
676.75,0.666666667,"U","CENTRAL-SOUTH TEXAS AREA",1006868
373.5,8.666666667,"U","CENTRAL-SOUTH TEXAS AREA",1086203
152.5,10,"Y","CENTRAL-SOUTH TEXAS AREA",1047791
941.75,1.666666667,"U","CENTRAL-SOUTH TEXAS AREA",1048095
592.75,0,"Y","CENTRAL-SOUTH TEXAS AREA",1041898
473.25,0,"U","CENTRAL-SOUTH TEXAS AREA",1068503
279.75,0,"U","CENTRAL-SOUTH TEXAS AREA",1080005
257.75,0,"N","CENTRAL-SOUTH TEXAS AREA",1002695
925.5,0.333333333,"U","CENTRAL-SOUTH TEXAS AREA",1005462
893.5,1,"N","CENTRAL-SOUTH TEXAS AREA",1033009
250.25,0,"U","CENTRAL-SOUTH TEXAS AREA",1008711
146.75,0.666666667,"U","CENTRAL-SOUTH TEXAS AREA",1014914
1293.5,1.333333333,"N","CENTRAL-SOUTH TEXAS AREA",1013632
1095.25,4.666666667,"U","CENTRAL-SOUTH TEXAS AREA",1003128
332.5,0,"U","CENTRAL-SOUTH TEXAS AREA",1043407
936.5,0,"U","CENTRAL-SOUTH TEXAS AREA",1040270
247.5,0,"U","CENTRAL-SOUTH TEXAS AREA",1044342
88,0,"Y","CENTRAL-SOUTH TEXAS AREA",1053780
141.5,0,"N","CENTRAL-SOUTH TEXAS AREA",1032545
403.75,0,"U","CENTRAL-SOUTH TEXAS AREA",1095245
997,0.666666667,"Y","CENTRAL-SOUTH TEXAS AREA",1086980
621.25,0.666666667,"U","CENTRAL-SOUTH TEXAS AREA",1051512
585.5,1.666666667,"U","CENTRAL-SOUTH TEXAS AREA",1085337
100.5,0,"U","CENTRAL-SOUTH TEXAS AREA",1007459
465,0,"Y","CENTRAL-SOUTH TEXAS AREA",1004723
1830,6.333333333,"N","CENTRAL-SOUTH TEXAS AREA",1045196
361.75,0.333333333,"Y","CENTRAL-SOUTH TEXAS AREA",1040092
276.5,0,"Y","CENTRAL-SOUTH TEXAS AREA",1038471
1019.5,0,"U","CENTRAL-SOUTH TEXAS AREA",1083058
336.25,0.333333333,"U","CENTRAL-SOUTH TEXAS AREA",1079692
453.5,1,"U","CENTRAL-SOUTH TEXAS AREA",1048734
483.25,0,"Y","CENTRAL-SOUTH TEXAS AREA",1000132
361.75,3,"U","CENTRAL-SOUTH TEXAS AREA",1069569
167.25,0,"N","CENTRAL-SOUTH TEXAS AREA",1003107
465.75,0,"U","CENTRAL-SOUTH TEXAS AREA",1061963
1013.5,0.333333333,"U","CENTRAL-SOUTH TEXAS AREA",1055737
411.75,0,"N","CENTRAL-SOUTH TEXAS AREA",1072728
787,2.333333333,"N","CENTRAL-SOUTH TEXAS AREA",1049335
746.25,0,"U","CENTRAL-SOUTH TEXAS AREA",1087368
289.25,0,"U","CENTRAL-SOUTH TEXAS AREA",1095880
151.75,3,"U","CENTRAL-SOUTH TEXAS AREA",1027212
171.75,2.333333333,"U","CENTRAL-SOUTH TEXAS AREA",1034473
445.25,0.333333333,"U","CENTRAL-SOUTH TEXAS AREA",1048704
23.5,0,"N","CENTRAL-SOUTH TEXAS AREA",1052823
1631.25,3.666666667,"N","CENTRAL-SOUTH TEXAS AREA",1058429
620.25,1.666666667,"Y","CENTRAL-SOUTH TEXAS AREA",1034007
306.25,0,"U","CENTRAL-SOUTH TEXAS AREA",1085626
246.75,0,"U","CENTRAL-SOUTH TEXAS AREA",1074105
241.75,0,"U","CENTRAL-SOUTH TEXAS AREA",1032137
307.5,0,"Y","CENTRAL-SOUTH TEXAS AREA",1011268
197,0,"U","CENTRAL-SOUTH TEXAS AREA",1037215
186.75,0,"U","CENTRAL-SOUTH TEXAS AREA",1064867
610,9,"U","CENTRAL-SOUTH TEXAS AREA",1005546
680.25,1,"Y","CENTRAL-SOUTH TEXAS AREA",1075596
264.25,0,"Y","CENTRAL-SOUTH TEXAS AREA",1044315
414.5,0.333333333,"N","CENTRAL-SOUTH TEXAS AREA",1080301
692.5,7.666666667,"U","CENTRAL-SOUTH TEXAS AREA",1063731
154,0,"Y","CENTRAL-SOUTH TEXAS AREA",1069638
461.5,0,"Y","CENTRAL-SOUTH TEXAS AREA",1035124
6.5,0,"Y","CENTRAL-SOUTH TEXAS AREA",1000354
25.75,0,"Y","CENTRAL-SOUTH TEXAS AREA",1028700
384.75,5.666666667,"U","CENTRAL-SOUTH TEXAS AREA",1071415
864.25,0,"U","CENTRAL-SOUTH TEXAS AREA",1047554
682.25,8.333333333,"Y","CENTRAL-SOUTH TEXAS AREA",1059321
650,0,"U","CENTRAL-SOUTH TEXAS AREA",1064061
711.75,1,"U","CENTRAL-SOUTH TEXAS AREA",1076631
587,0,"Y","CENTRAL-SOUTH TEXAS AREA",1013101
164,0,"U","CENTRAL-SOUTH TEXAS AREA",1096577
111,1.333333333,"Y","CENTRAL-SOUTH TEXAS AREA",1030708
29,0,"U","CENTRAL-SOUTH TEXAS AREA",1084724
173,1.333333333,"Y","CENTRAL-SOUTH TEXAS AREA",1040516
660.75,0.666666667,"U","CENTRAL-SOUTH TEXAS AREA",1077765
474.75,5.666666667,"Y","CENTRAL-SOUTH TEXAS AREA",1042826
32.75,0,"U","CENTRAL-SOUTH TEXAS AREA",1035057
795.5,3,"Y","CENTRAL-SOUTH TEXAS AREA",1019331
956.25,15,"U","CENTRAL-SOUTH TEXAS AREA",1048904
0,0,"N","CENTRAL-SOUTH TEXAS AREA",1017440
57.25,0,"Y","CENTRAL-SOUTH TEXAS AREA",1019237
636.25,0.333333333,"Y","CENTRAL-SOUTH TEXAS AREA",1000190
455,2,"U","CENTRAL-SOUTH TEXAS AREA",1073932
930.25,3.666666667,"Y","CENTRAL-SOUTH TEXAS AREA",1062185
871.5,1.333333333,"U","CENTRAL-SOUTH TEXAS AREA",1035786
375,0,"N","CENTRAL-SOUTH TEXAS AREA",1017564
619.5,0,"U","CENTRAL-SOUTH TEXAS AREA",1069655
9,0,"U","CENTRAL-SOUTH TEXAS AREA",1005187
199,1,"U","CENTRAL-SOUTH TEXAS AREA",1091329
1128.25,3.333333333,"U","CENTRAL-SOUTH TEXAS AREA",1073194
398.5,0,"U","CENTRAL-SOUTH TEXAS AREA",1069011
328.75,0,"U","CENTRAL-SOUTH TEXAS AREA",1094054
547.5,14.66666667,"U","CENTRAL-SOUTH TEXAS AREA",1086570
518.75,7,"Y","CENTRAL-SOUTH TEXAS AREA",1036120
52.25,0,"U","CENTRAL-SOUTH TEXAS AREA",1019355
109,0,"Y","CENTRAL-SOUTH TEXAS AREA",1029104
801.5,0,"Y","CENTRAL-SOUTH TEXAS AREA",1009101
1214.5,3,"Y","CENTRAL-SOUTH TEXAS AREA",1023194
1229,15,"U","CENTRAL-SOUTH TEXAS AREA",1029204
231,0,"U","CENTRAL-SOUTH TEXAS AREA",1014236
429.5,11,"U","CENTRAL-SOUTH TEXAS AREA",1060618
277.25,0,"U","CENTRAL-SOUTH TEXAS AREA",1052103
47.25,0.666666667,"U","CENTRAL-SOUTH TEXAS AREA",1000429
17.75,0,"N","CENTRAL-SOUTH TEXAS AREA",1002158
568.5,0,"U","CENTRAL-SOUTH TEXAS AREA",1036225
1229.75,9.666666667,"Y","CENTRAL-SOUTH TEXAS AREA",1000076
306.25,0,"Y","CENTRAL-SOUTH TEXAS AREA",1004773
1532,0,"N","CENTRAL-SOUTH TEXAS AREA",1005425
65.75,0,"U","CENTRAL-SOUTH TEXAS AREA",1090734
55.25,2.333333333,"U","CENTRAL-SOUTH TEXAS AREA",1025451
283.5,0.333333333,"U","CENTRAL-SOUTH TEXAS AREA",1094639
1773.75,0,"Y","CENTRAL-SOUTH TEXAS AREA",1015502
836.75,12.66666667,"N","CENTRAL-SOUTH TEXAS AREA",1051890
458.25,0,"U","CENTRAL-SOUTH TEXAS AREA",1063515
230.25,0,"N","CENTRAL-SOUTH TEXAS AREA",1006980
16.75,0.333333333,"U","CENTRAL-SOUTH TEXAS AREA",1067762
5.25,0,"U","CENTRAL-SOUTH TEXAS AREA",1038729
356.5,0,"N","CENTRAL-SOUTH TEXAS AREA",1004243
1805.25,1,"U","CENTRAL-SOUTH TEXAS AREA",1052544
1183.5,0.333333333,"U","CENTRAL-SOUTH TEXAS AREA",1088141
73.75,0,"U","CENTRAL-SOUTH TEXAS AREA",1011344
513.5,0,"U","CENTRAL-SOUTH TEXAS AREA",1092498
481.25,0,"U","CENTRAL-SOUTH TEXAS AREA",1004406
262.5,0,"Y","CENTRAL-SOUTH TEXAS AREA",1041449
589.5,0,"U","CENTRAL-SOUTH TEXAS AREA",1078834
291.25,5,"U","CENTRAL-SOUTH TEXAS AREA",1001497
91.75,0.333333333,"U","CENTRAL-SOUTH TEXAS AREA",1045793
290.25,1,"Y","CENTRAL-SOUTH TEXAS AREA",1053792
326.5,0,"U","CENTRAL-SOUTH TEXAS AREA",1045804
2297.75,0.333333333,"N","CENTRAL-SOUTH TEXAS AREA",1000176
203.75,2,"U","CENTRAL-SOUTH TEXAS AREA",1060788
552.75,1,"U","CENTRAL-SOUTH TEXAS AREA",1004548
211.25,0,"U","CENTRAL-SOUTH TEXAS AREA",1089959
1228.5,0.333333333,"N","CENTRAL-SOUTH TEXAS AREA",1000162
153,3.333333333,"N","CENTRAL-SOUTH TEXAS AREA",1011513
607.5,0,"Y","CENTRAL-SOUTH TEXAS AREA",1014782
201.25,0,"Y","CENTRAL-SOUTH TEXAS AREA",1022053
558.25,1.333333333,"U","CENTRAL-SOUTH TEXAS AREA",1065567
954.25,0,"Y","CENTRAL-SOUTH TEXAS AREA",1005601
304.75,8,"N","CENTRAL-SOUTH TEXAS AREA",1071694
759.75,0,"N","CENTRAL-SOUTH TEXAS AREA",1000206
271.75,1.666666667,"U","CENTRAL-SOUTH TEXAS AREA",1022126
0,0,"Y","CENTRAL-SOUTH TEXAS AREA",1097436
339.75,0,"N","CENTRAL-SOUTH TEXAS AREA",1029587
455.5,0,"Y","CENTRAL-SOUTH TEXAS AREA",1008751
841.25,0,"U","CENTRAL-SOUTH TEXAS AREA",1013679
33,0,"N","CENTRAL-SOUTH TEXAS AREA",1002037
2123.25,3.666666667,"Y","CENTRAL-SOUTH TEXAS AREA",1041425
814.75,2,"N","CENTRAL-SOUTH TEXAS AREA",1004248
161.5,2.666666667,"U","CENTRAL-SOUTH TEXAS AREA",1052975
1436.5,0,"Y","CENTRAL-SOUTH TEXAS AREA",1068507
554,2,"U","CENTRAL-SOUTH TEXAS AREA",1075029
84.5,0,"Y","CENTRAL-SOUTH TEXAS AREA",1045498
416.25,2.333333333,"Y","CENTRAL-SOUTH TEXAS AREA",1071038
571.5,0.333333333,"Y","CENTRAL-SOUTH TEXAS AREA",1094495
852,0,"U","CENTRAL-SOUTH TEXAS AREA",1014253
225.5,1,"U","CENTRAL-SOUTH TEXAS AREA",1082074
529.25,4,"U","CENTRAL-SOUTH TEXAS AREA",1063488
361.5,0,"U","CENTRAL-SOUTH TEXAS AREA",1022171
1829.5,16.66666667,"Y","CENTRAL-SOUTH TEXAS AREA",1001064
135.25,0,"U","CENTRAL-SOUTH TEXAS AREA",1085428
1204.75,4.333333333,"U","CENTRAL-SOUTH TEXAS AREA",1083886
274.5,0,"U","CENTRAL-SOUTH TEXAS AREA",1006686
379,7.333333333,"N","CENTRAL-SOUTH TEXAS AREA",1094428
985.5,2.333333333,"N","CENTRAL-SOUTH TEXAS AREA",1017876
1593,0,"U","CENTRAL-SOUTH TEXAS AREA",1067208
140.25,1.666666667,"N","CENTRAL-SOUTH TEXAS AREA",1011655
1163.5,5.333333333,"Y","CENTRAL-SOUTH TEXAS AREA",1090818
91.5,0,"U","CENTRAL-SOUTH TEXAS AREA",1011835
40.5,0,"U","CENTRAL-SOUTH TEXAS AREA",1092628
154.25,0,"Y","CENTRAL-SOUTH TEXAS AREA",1026580
158.25,0,"Y","CENTRAL-SOUTH TEXAS AREA",1050280
1213.75,0,"U","CENTRAL-SOUTH TEXAS AREA",1085885
1007.75,0,"U","CENTRAL-SOUTH TEXAS AREA",1043766
384.75,0,"Y","CENTRAL-SOUTH TEXAS AREA",1028737
690.75,0,"U","CENTRAL-SOUTH TEXAS AREA",1027970
235,0,"Y","CENTRAL-SOUTH TEXAS AREA",1091067
894.75,0.666666667,"Y","CENTRAL-SOUTH TEXAS AREA",1011310
573.75,0,"Y","CENTRAL-SOUTH TEXAS AREA",1093509
1633.5,16.66666667,"U","CENTRAL-SOUTH TEXAS AREA",1094335
1147.25,5,"U","CENTRAL-SOUTH TEXAS AREA",1031067
492.75,0,"U","CENTRAL-SOUTH TEXAS AREA",1000297
17,0,"U","CENTRAL-SOUTH TEXAS AREA",1001751
578,0,"Y","CENTRAL-SOUTH TEXAS AREA",1061370
50.5,0,"U","CENTRAL-SOUTH TEXAS AREA",1058088
323.5,4.666666667,"N","CENTRAL-SOUTH TEXAS AREA",1035096
205.25,0,"U","CENTRAL-SOUTH TEXAS AREA",1092696
844.5,0,"U","CENTRAL-SOUTH TEXAS AREA",1070500
44,0,"N","CENTRAL-SOUTH TEXAS AREA",1093909
13.75,0,"U","CENTRAL-SOUTH TEXAS AREA",1030337
1009.75,0.333333333,"Y","CENTRAL-SOUTH TEXAS AREA",1023381
330.75,7.333333333,"U","CENTRAL-SOUTH TEXAS AREA",1079635
588.5,10.66666667,"U","CENTRAL-SOUTH TEXAS AREA",1093998
61,0,"U","CENTRAL-SOUTH TEXAS AREA",1072481
400.5,0,"N","CENTRAL-SOUTH TEXAS AREA",1004845
281,0,"U","CENTRAL-SOUTH TEXAS AREA",1009158
